Indicator name,State name,City Name,Date,Value
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,5/1/1991 0:00,57.348477
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,5/1/1991 0:00,57.4511315
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,5/1/1991 0:00,56.8684216
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,5/1/1991 0:00,56.9610928
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,5/1/1991 0:00,56.9798353
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,5/1/1991 0:00,56.8940343
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,5/1/1991 0:00,56.6802405
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,5/1/1991 0:00,56.7487301
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,5/1/1991 0:00,56.5767635
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,5/1/1991 0:00,56.6897166
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,5/1/1991 0:00,56.7903704
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,5/1/1991 0:00,58.3246913
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,5/1/1991 0:00,58.8666757
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,5/1/1991 0:00,58.7869074
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,5/1/1991 0:00,54.9269008
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,5/1/1991 0:00,54.2170802
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,5/1/1991 0:00,54.6667684
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,5/1/1991 0:00,65.73502
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,5/1/1991 0:00,64.7853081
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,5/1/1991 0:00,68.58946
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,5/1/1991 0:00,67.6215086
Employment to population ratio ;  Persons ;  Australia ;,Australia,,6/1/1991 0:00,57.0086583
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,6/1/1991 0:00,57.0325094
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,6/1/1991 0:00,57.1739579
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,6/1/1991 0:00,56.660266
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,6/1/1991 0:00,56.6103814
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,6/1/1991 0:00,56.7346459
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,6/1/1991 0:00,56.6575099
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,6/1/1991 0:00,56.5261828
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,6/1/1991 0:00,56.6464287
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,6/1/1991 0:00,56.8777788
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,6/1/1991 0:00,57.1647829
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,6/1/1991 0:00,57.4157196
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,6/1/1991 0:00,56.1591409
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,6/1/1991 0:00,56.473171
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,6/1/1991 0:00,56.5516304
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,6/1/1991 0:00,58.1668085
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,6/1/1991 0:00,58.0062149
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,6/1/1991 0:00,58.2978072
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,6/1/1991 0:00,54.7954909
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,6/1/1991 0:00,54.1647037
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,6/1/1991 0:00,54.0869952
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,6/1/1991 0:00,66.1623958
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,6/1/1991 0:00,68.5997747
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,6/1/1991 0:00,68.1710065
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,6/1/1991 0:00,68.2705751
Employment to population ratio ;  Persons ;  Australia ;,Australia,,7/1/1991 0:00,56.8693643
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,7/1/1991 0:00,56.7533852
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,7/1/1991 0:00,56.398356
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,7/1/1991 0:00,56.4357577
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,7/1/1991 0:00,56.2517147
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,7/1/1991 0:00,56.0413632
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,7/1/1991 0:00,56.5494669
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,7/1/1991 0:00,56.3768928
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,7/1/1991 0:00,56.095972
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,7/1/1991 0:00,56.8896475
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,7/1/1991 0:00,57.1505952
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,7/1/1991 0:00,56.7293374
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,7/1/1991 0:00,55.7405796
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,7/1/1991 0:00,55.0703695
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,7/1/1991 0:00,54.5574221
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,7/1/1991 0:00,58.0638161
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,7/1/1991 0:00,57.7220447
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,7/1/1991 0:00,57.3548717
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,7/1/1991 0:00,54.7118699
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,7/1/1991 0:00,54.733938
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,7/1/1991 0:00,54.410842
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,7/1/1991 0:00,66.2389583
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,7/1/1991 0:00,66.3906376
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,7/1/1991 0:00,67.7323104
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,7/1/1991 0:00,67.6673914
Employment to population ratio ;  Persons ;  Australia ;,Australia,,8/1/1991 0:00,56.7626639
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,8/1/1991 0:00,56.7247147
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,8/1/1991 0:00,56.6147378
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,8/1/1991 0:00,56.1961961
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,8/1/1991 0:00,56.2794027
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,8/1/1991 0:00,56.0802072
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,8/1/1991 0:00,56.5009525
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,8/1/1991 0:00,56.5700526
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,8/1/1991 0:00,56.4990425
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,8/1/1991 0:00,56.9167833
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,8/1/1991 0:00,56.9119022
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,8/1/1991 0:00,56.8505618
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,8/1/1991 0:00,55.3766427
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,8/1/1991 0:00,55.0420035
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,8/1/1991 0:00,54.8321062
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,8/1/1991 0:00,57.9875446
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,8/1/1991 0:00,57.9984932
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,8/1/1991 0:00,58.0539467
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,8/1/1991 0:00,54.6313115
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,8/1/1991 0:00,54.5478783
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,8/1/1991 0:00,54.1040932
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,8/1/1991 0:00,66.0041857
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,8/1/1991 0:00,66.4598852
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,8/1/1991 0:00,67.3293796
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,8/1/1991 0:00,67.4817554
Employment to population ratio ;  Persons ;  Australia ;,Australia,,9/1/1991 0:00,56.6773965
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,9/1/1991 0:00,56.7326849
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,9/1/1991 0:00,57.2373514
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,9/1/1991 0:00,55.9739378
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,9/1/1991 0:00,56.1029177
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,9/1/1991 0:00,56.5829112
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,9/1/1991 0:00,56.4736447
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,9/1/1991 0:00,56.701242
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,9/1/1991 0:00,57.1977885
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,9/1/1991 0:00,56.9522411
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,9/1/1991 0:00,56.9900073
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,9/1/1991 0:00,57.644472
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,9/1/1991 0:00,55.1075471
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,9/1/1991 0:00,55.0870676
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,9/1/1991 0:00,55.290174
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,9/1/1991 0:00,57.9146263
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,9/1/1991 0:00,58.0186977
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,9/1/1991 0:00,58.6188603
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,9/1/1991 0:00,54.5225113
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,9/1/1991 0:00,54.9371319
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,9/1/1991 0:00,55.0447736
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,9/1/1991 0:00,65.5639844
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,9/1/1991 0:00,67.9117817
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,9/1/1991 0:00,67.0012016
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,9/1/1991 0:00,67.8467903
Employment to population ratio ;  Persons ;  Australia ;,Australia,,10/1/1991 0:00,56.6011543
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,10/1/1991 0:00,56.4667226
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,10/1/1991 0:00,56.6272539
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,10/1/1991 0:00,55.8002833
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,10/1/1991 0:00,55.6709073
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,10/1/1991 0:00,55.7420076
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,10/1/1991 0:00,56.4374826
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,10/1/1991 0:00,56.6408202
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,10/1/1991 0:00,56.7470219
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,10/1/1991 0:00,56.9889836
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,10/1/1991 0:00,56.9857554
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,10/1/1991 0:00,57.3209576
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,10/1/1991 0:00,54.9479801
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,10/1/1991 0:00,54.9912312
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,10/1/1991 0:00,54.9343801
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,10/1/1991 0:00,57.8293419
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,10/1/1991 0:00,57.7580965
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,10/1/1991 0:00,57.9246741
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,10/1/1991 0:00,54.3509957
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,10/1/1991 0:00,54.5765762
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,10/1/1991 0:00,54.5059985
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,10/1/1991 0:00,65.1016406
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,10/1/1991 0:00,65.2824798
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,10/1/1991 0:00,66.7666328
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,10/1/1991 0:00,66.6396559
Employment to population ratio ;  Persons ;  Australia ;,Australia,,11/1/1991 0:00,56.5256294
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,11/1/1991 0:00,56.2737095
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,11/1/1991 0:00,56.4053089
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,11/1/1991 0:00,55.7013926
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,11/1/1991 0:00,55.6783534
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,11/1/1991 0:00,55.8239547
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,11/1/1991 0:00,56.3742638
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,11/1/1991 0:00,55.9682178
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,11/1/1991 0:00,55.9890116
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,11/1/1991 0:00,57.0160152
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,11/1/1991 0:00,56.9087837
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,11/1/1991 0:00,57.1008583
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,11/1/1991 0:00,54.8692984
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,11/1/1991 0:00,54.9390739
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,11/1/1991 0:00,55.0057129
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,11/1/1991 0:00,57.7265235
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,11/1/1991 0:00,58.1941574
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,11/1/1991 0:00,58.0757934
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,11/1/1991 0:00,54.1238313
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,11/1/1991 0:00,53.7867578
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,11/1/1991 0:00,53.6015365
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,11/1/1991 0:00,64.8128174
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,11/1/1991 0:00,63.7633479
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,11/1/1991 0:00,66.58405
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,11/1/1991 0:00,66.5931595
Employment to population ratio ;  Persons ;  Australia ;,Australia,,12/1/1991 0:00,56.4451723
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,12/1/1991 0:00,56.3684676
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,12/1/1991 0:00,57.0737348
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,12/1/1991 0:00,55.6748503
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,12/1/1991 0:00,55.5970528
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,12/1/1991 0:00,56.2392761
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,12/1/1991 0:00,56.2621311
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,12/1/1991 0:00,56.2538804
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,12/1/1991 0:00,57.0301142
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,12/1/1991 0:00,57.0314401
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,12/1/1991 0:00,57.1439215
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,12/1/1991 0:00,57.8677789
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,12/1/1991 0:00,54.8094833
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,12/1/1991 0:00,54.719373
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,12/1/1991 0:00,55.4569484
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,12/1/1991 0:00,57.625288
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,12/1/1991 0:00,57.8605335
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,12/1/1991 0:00,58.6028573
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,12/1/1991 0:00,53.8861444
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,12/1/1991 0:00,53.7531518
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,12/1/1991 0:00,54.7138127
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,12/1/1991 0:00,64.9137789
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,12/1/1991 0:00,64.4225209
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,12/1/1991 0:00,66.4339011
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,12/1/1991 0:00,66.851799
Employment to population ratio ;  Persons ;  Australia ;,Australia,,1/1/1992 0:00,56.3632313
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,1/1/1992 0:00,56.4170679
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,1/1/1992 0:00,55.5695141
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,1/1/1992 0:00,55.7056295
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,1/1/1992 0:00,55.6403364
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,1/1/1992 0:00,54.8246041
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,1/1/1992 0:00,56.1046092
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,1/1/1992 0:00,56.5529356
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,1/1/1992 0:00,55.6861701
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,1/1/1992 0:00,57.0281282
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,1/1/1992 0:00,56.9821517
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,1/1/1992 0:00,55.9915296
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,1/1/1992 0:00,54.7158158
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,1/1/1992 0:00,54.9649598
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,1/1/1992 0:00,54.4417939
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,1/1/1992 0:00,57.5608051
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,1/1/1992 0:00,57.253452
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,1/1/1992 0:00,56.6593451
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,1/1/1992 0:00,53.6693718
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,1/1/1992 0:00,53.473632
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,1/1/1992 0:00,52.9613307
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,1/1/1992 0:00,65.4251005
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,1/1/1992 0:00,63.5330973
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,1/1/1992 0:00,66.3100847
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,1/1/1992 0:00,64.8306667
Employment to population ratio ;  Persons ;  Australia ;,Australia,,2/1/1992 0:00,56.2892118
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,2/1/1992 0:00,56.4646931
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,2/1/1992 0:00,56.0728759
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,2/1/1992 0:00,55.7634678
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,2/1/1992 0:00,55.7408095
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,2/1/1992 0:00,55.420696
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,2/1/1992 0:00,55.9336512
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,2/1/1992 0:00,56.0479566
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,2/1/1992 0:00,55.8079619
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,2/1/1992 0:00,56.992823
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,2/1/1992 0:00,57.3309172
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,2/1/1992 0:00,56.9075819
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,2/1/1992 0:00,54.58334
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,2/1/1992 0:00,54.5504149
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,2/1/1992 0:00,54.4445182
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,2/1/1992 0:00,57.5546459
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,2/1/1992 0:00,57.5572065
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,2/1/1992 0:00,57.2772002
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,2/1/1992 0:00,53.4769635
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,2/1/1992 0:00,53.8969444
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,2/1/1992 0:00,53.5733656
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,2/1/1992 0:00,66.0884814
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,2/1/1992 0:00,65.1968146
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,2/1/1992 0:00,66.1812574
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,2/1/1992 0:00,66.2467605
Employment to population ratio ;  Persons ;  Australia ;,Australia,,3/1/1992 0:00,56.2411551
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,3/1/1992 0:00,56.2484354
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,3/1/1992 0:00,56.3593128
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,3/1/1992 0:00,55.821401
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,3/1/1992 0:00,56.0400032
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,3/1/1992 0:00,56.1459803
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,3/1/1992 0:00,55.7834008
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,3/1/1992 0:00,55.6830697
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,3/1/1992 0:00,55.7520406
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,3/1/1992 0:00,56.9458102
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,3/1/1992 0:00,56.8976681
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,3/1/1992 0:00,56.9184222
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,3/1/1992 0:00,54.4452989
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,3/1/1992 0:00,54.5453422
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,3/1/1992 0:00,54.7726429
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,3/1/1992 0:00,57.599805
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,3/1/1992 0:00,57.5067272
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,3/1/1992 0:00,57.3672697
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,3/1/1992 0:00,53.3149009
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,3/1/1992 0:00,53.2807863
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,3/1/1992 0:00,53.4804861
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,3/1/1992 0:00,66.660162
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,3/1/1992 0:00,66.7772394
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,3/1/1992 0:00,66.0141418
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,3/1/1992 0:00,66.4203559
Employment to population ratio ;  Persons ;  Australia ;,Australia,,4/1/1992 0:00,56.2207171
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,4/1/1992 0:00,56.1560835
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,4/1/1992 0:00,56.3001804
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,4/1/1992 0:00,55.8542412
